Date,HDD,CDD,AvgTemp
2020-05-26,3.3,1.5,61.50
2020-05-27,0,11,71.00
2020-05-28,0,10.7,70.70
2020-05-29,0,13,73.00
2020-05-30,0,12.9,72.90
2020-05-31,0.9,2.7,62.70
2020-06-01,4.5,0.7,60.70
2020-06-02,3.6,0.3,60.30
2020-06-03,0.7,7.8,67.80
2020-06-04,0,13.7,73.70
2020-06-05,0,12.4,72.40
2020-06-06,0,13,73.00
2020-06-07,0.7,0.7,60.70
2020-06-08,0.8,7.9,67.90
2020-06-09,0,6.5,66.50
2020-06-10,0.3,1.8,61.80
2020-06-11,0,8.2,68.20
2020-06-12,0,14.1,74.10
2020-06-13,0.1,3.2,63.20
2020-06-14,2,1.2,61.20
2020-06-15,1.8,0.8,60.80
2020-06-16,0.8,3.4,63.40
2020-06-17,0.6,5.7,65.70
2020-06-18,0,13.4,73.40
2020-06-19,0,17.2,77.20
2020-06-20,0,20,80.00
2020-06-21,0,16.9,76.90
2020-06-22,0,5.9,65.90
2020-06-23,0,14.3,74.30
2020-06-24,0,16.7,76.70
2020-06-25,0,16.8,76.80
2020-06-26,0,15.4,75.40
2020-06-27,0,13,73.00
2020-06-28,0,9.3,69.30
2020-06-29,0,6.3,66.30
2020-06-30,0,4.3,64.30
2020-07-01,0,6.5,66.50
2020-07-02,0,13.8,73.80
2020-07-03,0,8.7,68.70
2020-07-04,0,5.3,65.30
2020-07-05,0,10.6,70.60
2020-07-06,0,6,66.00
2020-07-07,0,9,69.00
2020-07-08,0,15.8,75.80
2020-07-09,0,18,78.00
2020-07-10,0,12.2,72.20
2020-07-11,0,18.7,78.70
2020-07-12,0,20.3,80.30
2020-07-13,0,15.6,75.60
2020-07-14,0,10.3,70.30
2020-07-15,0,5.1,65.10
2020-07-16,0,4.5,64.50
2020-07-17,0,5.7,65.70
2020-07-18,0,18.5,78.50
2020-07-19,0,22.2,82.20
2020-07-20,0,23.4,83.40
2020-07-21,0,22.8,82.80
2020-07-22,0,12.5,72.50
2020-07-23,0,15.9,75.90
2020-07-24,0,14,74.00
2020-07-25,0,16.7,76.70
2020-07-26,0,22.5,82.50
2020-07-27,0,26.1,86.10
2020-07-28,0,25.8,85.80
2020-07-29,0,19.3,79.30
2020-07-30,0,17.8,77.80
2020-07-31,0,14.1,74.10
2020-08-01,0,15.4,75.40
2020-08-02,0,17.2,77.20
2020-08-03,0,23.8,83.80
2020-08-04,0,14.2,74.20
2020-08-05,0,20.3,80.30
2020-08-06,0,15.8,75.80
2020-08-07,0,9.7,69.70
2020-08-08,0,11,71.00
2020-08-09,0,17.6,77.60
2020-08-10,0,22.4,82.40
2020-08-11,0,22,82.00
2020-08-12,0,21,81.00
2020-08-13,0,17.4,77.40
2020-08-14,0,12.7,72.70
2020-08-15,0,7.6,67.60
2020-08-16,0,6.7,66.70
2020-08-17,0,5.8,65.80
2020-08-18,0,14.5,74.50
2020-08-19,0,8.7,68.70
2020-08-20,0,10.5,70.50
2020-08-21,0,16.1,76.10
2020-08-22,0,13.7,73.70
2020-08-23,0,12.2,72.20
2020-08-24,0,16,76.00
2020-08-25,0,18.2,78.20
2020-08-26,0,7.8,67.80
2020-08-27,0,2.9,62.90
2020-08-28,0,8.6,68.60
2020-08-29,0,11.3,71.30
2020-08-30,0,10.1,70.10
2020-08-31,0.2,5.2,65.20
2020-09-01,0,6,66.00
2020-09-02,0,5.8,65.80
2020-09-03,0,10.8,70.80
2020-09-04,0,15.1,75.10
2020-09-05,0,9.3,69.30
2020-09-06,0,8.4,68.40
2020-09-07,0,10,70.00
2020-09-08,0,9.1,69.10
2020-09-09,0,9.9,69.90
2020-09-10,0,14,74.00
2020-09-11,0.2,4.3,64.30
2020-09-12,1.9,1.8,61.80
2020-09-13,1.2,5.5,65.50
2020-09-14,0.3,8.7,68.70
2020-09-15,4.3,0.1,60.10
2020-09-16,2.6,4.5,64.50
2020-09-17,0.1,7.4,67.40
2020-09-18,1.5,1,61.00
2020-09-19,7,0,53.00
2020-09-20,8.1,0,51.90
2020-09-21,7,0.1,60.10
2020-09-22,5.4,1.2,61.20
2020-09-23,1.3,7.5,67.50
2020-09-24,0,9.2,69.20
2020-09-25,0.1,3.7,63.70
2020-09-26,0.4,5.1,65.10
2020-09-27,0,8.7,68.70
2020-09-28,0,9.6,69.60
2020-09-29,0,8.8,68.80
2020-09-30,0,9.2,69.20
2020-10-01,0.3,5.7,65.70
2020-10-02,1.4,0.5,60.50
2020-10-03,4.4,0.4,60.40
2020-10-04,4.4,0.3,60.30
2020-10-05,3.4,0,56.60
2020-10-06,3.3,2.1,62.10
2020-10-07,1.9,3.6,63.60
2020-10-08,4.2,0.2,60.20
2020-10-09,8.2,0,51.80
2020-10-10,1.2,6.6,66.60
2020-10-11,3.9,1.1,61.10
2020-10-12,7.3,0,52.70
2020-10-13,5.3,0,54.70
2020-10-14,3.7,2.2,62.20
2020-10-15,3.5,3.3,63.30
2020-10-16,2.6,1.7,61.70
2020-10-17,10.1,0,49.90
2020-10-18,10.5,0,49.50
2020-10-19,8.7,0,51.30
2020-10-20,4.1,1.4,61.40
2020-10-21,2,0.8,60.80
2020-10-22,1.9,2.4,62.40
2020-10-23,3,0.1,60.10
2020-10-24,3.4,2.3,62.30
2020-10-25,13.9,0,46.10
2020-10-26,8.8,0,51.20
2020-10-27,9.3,0,50.70
2020-10-28,13.5,0,46.50
2020-10-29,13.8,0,46.20
2020-10-30,26.1,0,33.90
2020-10-31,25.8,0,34.20
2020-11-01,16,0,44.00
2020-11-02,21.6,0,38.40
2020-11-03,22.6,0,37.40
2020-11-04,16.2,0,43.80
2020-11-05,3.6,2.1,62.10
2020-11-06,1.7,3,63.00
2020-11-07,1.8,4.1,64.10
2020-11-08,4.6,1.9,61.90
2020-11-09,8.8,0,51.20
2020-11-10,3.3,3.8,63.80
2020-11-11,0.3,5.6,65.60
2020-11-12,4.1,1.7,61.70
2020-11-13,14.2,0,45.80
2020-11-14,16.9,0,43.10
2020-11-15,16.3,0,43.70
2020-11-16,11.3,0,48.70
2020-11-17,17.9,0,42.10
2020-11-18,30.4,0,29.60
2020-11-19,26.3,0,33.70
2020-11-20,7,0.3,60.30
2020-11-21,6.8,0.1,60.10
2020-11-22,17.9,0,42.10
2020-11-23,12.7,0,47.30
2020-11-24,23.1,0,36.90
2020-11-25,21.1,0,38.90
2020-11-26,10.2,0,49.80
2020-11-27,10.6,0,49.40
2020-11-28,12.6,0,47.40
2020-11-29,16.1,0,43.90
2020-11-30,9.9,0.1,60.10
2020-12-01,5.1,0.5,60.50
2020-12-02,20.3,0,39.70
2020-12-03,18.6,0,41.40
2020-12-04,11.3,0,48.70
2020-12-05,20.6,0,39.40
2020-12-06,26.5,0,33.50
2020-12-07,30.3,0,29.70
2020-12-08,31.4,0,28.60
2020-12-09,29.2,0,30.80
2020-12-10,21.6,0,38.40
2020-12-11,19.1,0,40.90
2020-12-12,17.7,0,42.30
2020-12-13,12.8,0,47.20
2020-12-14,23.9,0,36.10
2020-12-15,28.7,0,31.30
2020-12-16,37,0,23.00
2020-12-17,35.2,0,24.80
2020-12-18,34.6,0,25.40
2020-12-19,36.2,0,23.80
2020-12-20,29.4,0,30.60
2020-12-21,26.8,0,33.20
2020-12-22,21.8,0,38.20
2020-12-23,25.8,0,34.20
2020-12-24,16.8,0,43.20
2020-12-25,8.1,0,51.90
2020-12-26,28,0,32.00
2020-12-27,28.8,0,31.20
2020-12-28,20.8,0,39.20
2020-12-29,26.8,0,33.20
2020-12-30,28.8,0,31.20
